run,bun,eligible,suite,fixture,metric,pairs,median_A,median_B,median_change_pct,median_abs_pair_pct,p90_abs_pair_pct,A_mad_pct,B_mad_pct,paired_changes_pct
aa-140-1,1.4.0,False,router,100/miss,nsPerOp,5,262.92662000000064,257.1383100000003,-2.201492568535035,7.600099307404085,21.810744173671083,8.540226927193572,5.142279265972067,"[12.309383757477166, -2.201492568535035, 7.600099307404085, 1.431954119914125, -21.810744173671083]"
aa-140-1,1.4.0,False,router,100/method-miss,nsPerOp,5,287.88993000000005,280.72722,-2.4880029669672954,6.814982061223629,9.185624905756896,5.691817702689591,2.671034180440249,"[8.595516162047122, -6.814982061223629, -9.185624905756896, 3.3971757886522846, -2.8023939566069633]"
aa-140-1,1.4.0,False,router,100/registration,nsPerOp,5,87158.89999999944,90557.65999999948,3.8994985021610695,16.683792475582628,23.24368656704734,11.6930801100055,11.514652653347989,"[22.89614570495484, -23.24368656704734, 16.683792475582628, 13.862438275767474, -7.755473569620985]"
aa-140-1,1.4.0,False,router,1000/static-shallow,nsPerOp,5,326.9478199999992,304.2828200000008,-6.9322988604109455,6.001824617648522,13.05441837530047,8.923616618700793,4.8592260318873,"[1.3670548548432082, -6.9322988604109455, -13.05441837530047, -5.208156347177728, -6.001824617648522]"
aa-140-1,1.4.0,False,router,1000/static-deep,nsPerOp,5,547.7900999999997,539.8889100000008,-1.4423754646166298,1.4423754646166298,12.328194516102652,7.959110615544139,5.319383204222795,"[12.328194516102652, -1.4423754646166298, -10.749747813976896, 1.384251535846781, 0.7222061624238663]"
aa-140-1,1.4.0,False,router,1000/param,nsPerOp,5,580.7183699999996,570.537579999999,-1.753137239312852,7.414713305030118,22.10198186101342,1.4100966015591176,5.213276222751229,"[22.10198186101342, -2.4555075959674544, -4.456214392239099, -7.810198943766855, -7.414713305030118]"
aa-140-1,1.4.0,False,router,1000/param-encoded,nsPerOp,5,619.8762899999997,640.9384799999998,3.39780539113701,9.66693578753981,17.23145904771779,2.3924499515863134,3.5552148468290192,"[14.227346592423284, -9.66693578753981, 3.39780539113701, 8.567391968631188, -17.23145904771779]"
aa-140-1,1.4.0,False,router,1000/wildcard,nsPerOp,5,623.370930000001,575.0838399999998,-7.746124767159268,7.88531820076156,21.239100001384227,1.299324304390809,1.4400126423307364,"[21.239100001384227, -7.88531820076156, -7.746124767159268, 3.7660441433912784, -10.845977074401326]"
aa-140-1,1.4.0,False,router,1000/miss,nsPerOp,5,282.8689499999996,268.4768000000008,-5.087921456207467,6.855988197824869,17.234131110278216,1.8982076328991808,2.494871065210092,"[17.054607796295308, -6.855988197824869, -17.234131110278216, -6.791004695901504, -6.339343560566779]"
aa-140-1,1.4.0,False,router,1000/method-miss,nsPerOp,5,305.6537800000001,307.8255300000001,0.710526138430212,2.299437021180273,11.652503730204234,1.9559057964208086,1.6673145986299154,"[11.652503730204234, 1.834526633369049, -8.948272947007418, -2.299437021180273, 1.0069659352841764]"
aa-140-1,1.4.0,False,router,1000/registration,nsPerOp,5,695611.899999999,645661.96,-7.180719593784857,11.756524032785965,12.965472557327296,8.386777166980597,10.113810948379319,"[1.3164667019672338, -11.756524032785965, 12.965472557327296, 5.591861570951995, -12.065310700066423]"
aa-140-1,1.4.0,False,request,constructor-supplied-url,nsPerOp,5,837.9875999999967,913.0576499999961,8.95837241505717,12.771894175521492,36.34758928434776,6.447482039114026,3.173162176561025,"[36.34758928434776, -17.555825426047534, 12.771894175521492, 11.308437022218442, -10.88897462176569]"
aa-140-1,1.4.0,False,request,constructor-parse-url,nsPerOp,5,1058.4597499999973,1088.6958499999992,2.856613111646622,4.176195646551328,40.44829024758862,5.737605988324652,6.837488174497947,"[11.936580133715836, -4.167036061522178, 40.44829024758862, -2.08040355627378, -4.176195646551328]"
aa-140-1,1.4.0,False,request,metadata,nsPerOp,5,4843.778800000006,3521.7450500000036,-27.293437718501945,14.395185200428507,28.08883101637667,2.605353283267088,5.969733669392144,"[-2.073627736245809, -16.716053383775666, -14.395185200428507, -0.72550735532948, -28.08883101637667]"
aa-140-1,1.4.0,False,request,body-json,nsPerOp,5,46778.81938193817,27632.91689168923,-40.92857139879291,41.382671105673005,58.14003650803748,49.64904294395223,8.701238273246817,"[29.60312866311561, -41.382671105673005, -58.14003650803748, -0.8019925789093718, -46.06851715279481]"
aa-140-1,1.4.0,False,request,body-shared,nsPerOp,5,53806.24512451246,34510.086408640826,-35.86230310481358,21.376583084459543,51.73680151677472,39.70497314220656,15.66834823890115,"[18.64911832238203, -21.376583084459543, -51.73680151677472, 5.5854629163514025, -50.38742947027048]"
aa-140-1,1.4.0,False,di,value,nsPerOp,5,89.22015000000101,59.91772000000083,-32.8428387533532,29.184464739684056,53.68035862758149,26.19009270887633,12.96416152016486,"[-1.4365723342154912, -29.184464739684056, -53.68035862758149, 27.647893890326912, -32.8428387533532]"
aa-140-1,1.4.0,False,di,singleton-class-warm,nsPerOp,5,199.40535000000182,178.92742,-10.26949878727006,7.544015436109852,55.94432255140045,21.612534468107206,6.050866882225319,"[-1.0048660164748147, -0.9063347598248672, -46.87997372578212, 7.544015436109852, -55.94432255140045]"
aa-140-1,1.4.0,False,di,singleton-factory-warm,nsPerOp,5,203.157369999999,167.35157999999956,-17.62465718078533,5.072937159671643,60.05206440506497,13.22248855653129,7.032404474460151,"[-5.072937159671643, -44.13848512930334, 1.2262710429847168, 4.069234773843955, -60.05206440506497]"
aa-140-1,1.4.0,False,di,request-warm,nsPerOp,5,127.56761999999982,121.2728500000003,-4.934457505752265,18.498593027041434,48.96918558971305,17.742480419403538,5.858277429779515,"[-3.7009580109179208, -4.934457505752265, -18.498593027041434, 42.21225425972508, -48.96918558971305]"
aa-140-1,1.4.0,False,di,session-warm,nsPerOp,5,126.92471000000296,121.28885999999966,-4.440309534686482,9.782902005450755,33.92845746349706,10.868498340473945,12.943868051855388,"[-9.09297614991832, -9.782902005450755, 8.989351289850433, 33.92845746349706, -28.843461594849618]"
aa-140-1,1.4.0,False,di,class-cold-bind-resolve,nsPerOp,5,1082.6308999999924,928.0782000000045,-14.27565941448642,8.995563492599867,65.44716931078112,20.467691251007174,2.464091926736713,"[5.129620081545161, -35.6794016170436, 4.965636032272491, 8.995563492599867, -65.44716931078112]"
aa-140-1,1.4.0,False,di,factory-cold-bind-resolve,nsPerOp,5,518.7522500000114,419.7294499999998,-19.08864973597886,8.796811863030163,21.88648496552491,7.1302244954065435,11.43051792053384,"[-21.88648496552491, -19.08864973597886, 2.0326305202404082, -0.35981486199392343, 8.796811863030163]"
aa-140-1,1.4.0,False,di,transient-class,nsPerOp,5,650.2347900000041,603.2693700000004,-7.222840229758132,7.421638854380563,29.41255285917346,5.445599119666574,1.9831704699350168,"[-15.686258909554141, -4.110158424467558, -7.421638854380563, -1.551391133495239, -29.41255285917346]"
aa-140-1,1.4.0,False,di,transient-chain-3,nsPerOp,5,1375.63713,1297.8105000000005,-5.657497046477622,4.457474915641413,30.522715952392833,9.398713307484003,1.2719846233329255,"[-4.457474915641413, -11.935573979434654, -2.6939382855279415, 3.0174230899514543, -30.522715952392833]"
aa-140-1,1.4.0,False,dispatch,static,nsPerOp,5,8694.361536153572,7533.900090009043,-13.347287679710673,8.30564394255413,34.199462821554704,16.983835529106727,3.5244435104393386,"[0.7016970214375418, 8.30564394255413, -34.199462821554704, 2.817155676719696, -33.36499823793615]"
aa-140-1,1.4.0,False,dispatch,middleware,nsPerOp,5,8534.900690069038,8086.247824782543,-5.2566852454245305,11.134416973931028,46.14508913499623,7.918838320932072,5.485408881683493,"[-11.134416973931028, -19.929944698444967, -1.8784612130973155, 10.48347941293384, -46.14508913499623]"
aa-140-1,1.4.0,False,dispatch,async,nsPerOp,5,7284.66426642666,6789.464746474743,-6.797835862308399,10.712370947000693,39.47103209040025,4.8225342678059615,4.270346841697955,"[-16.10911644773131, -10.712370947000693, 0.5662115317425664, 6.153957366608065, -39.47103209040025]"
aa-140-1,1.4.0,False,dispatch,query,nsPerOp,5,9192.912691269174,7562.185718571843,-17.73895855930503,18.4495275646113,25.41477336592266,4.926315547614377,2.941578705455371,"[-18.4495275646113, -5.811368402419415, -25.41477336592266, 1.805477706814651, -19.294969735048895]"
aa-140-1,1.4.0,False,dispatch,metadata,nsPerOp,5,9586.168616861647,8164.58175817584,-14.829562419602116,15.07092591517354,21.80763176197501,5.638123734379032,3.590685048233462,"[-16.88303975580393, -15.07092591517354, -13.024935290931982, 2.8037671755580584, -21.80763176197501]"
aa-140-1,1.4.0,False,dispatch,class-warm,nsPerOp,5,16983.455745574527,12108.544854485532,-28.70388078915729,26.402809758665047,54.34972914556122,23.03809616312142,3.227484266972955,"[-11.794519382625058, -26.402809758665047, -54.34972914556122, -2.3222394029020044, -34.329004433962794]"
