run,bun,eligible,suite,fixture,metric,pairs,median_A,median_B,median_change_pct,median_abs_pair_pct,p90_abs_pair_pct,A_mad_pct,B_mad_pct,paired_changes_pct
aa-140-1,1.4.0,False,dispatch,factory-warm,nsPerOp,5,16988.47554755477,12117.490249024811,-28.672291901029713,25.213460302919234,57.173723706258464,29.388361242189376,4.849211744349337,"[-14.704677461925142, -25.213460302919234, -57.173723706258464, 1.9975770180176822, -46.04066683759086]"
aa-140-1,1.4.0,False,dispatch,middleware-20,nsPerOp,5,12230.28232823284,9994.898589858985,-18.277450007949625,8.937452514938116,44.337914952877945,11.899052611512714,1.0795486218184625,"[-8.241264451532782, 8.937452514938116, -18.515358740635858, 0.6421219629030528, -44.337914952877945]"
aa-140-1,1.4.0,False,dispatch,static-listeners,nsPerOp,5,11036.599759975998,8579.775877587701,-22.260695647385155,8.79355514452962,42.02083831073104,26.440898293642856,1.4008095356621517,"[-5.317606789385931, -8.79355514452962, -22.603599125914965, 5.235905643566441, -42.02083831073104]"
aa-140-1,1.4.0,False,dispatch,middleware-listeners,nsPerOp,5,18942.438043804403,16135.838283828387,-14.816465301276171,17.588905000276323,38.417796679412255,16.597902537518085,5.933980205444833,"[-9.939395751988078, -23.260266326674472, -14.816465301276171, 17.588905000276323, -38.417796679412255]"
aa-140-1,1.4.0,False,http,static,rps,5,28867.66173212897,28443.38612091776,-1.469726281082906,2.5523289186018427,11.050290541629737,4.3669524541073,0.9976284935863489,"[2.5523289186018427, -8.046705892858874, 11.050290541629737, -2.452692366511444, -1.3862983827428232]"
aa-140-1,1.4.0,False,http,static,p50,5,1.0732990000001337,1.068058000000292,-0.48830754522655173,2.755533042431424,12.017380847681691,3.0812476299551275,2.331895833423732,"[-0.6090263962475917, 12.017380847681691, -2.755533042431424, 4.7144264576812756, -0.48830754522655173]"
aa-140-1,1.4.0,False,http,static,p95,5,1.883614999999736,1.878244999999879,-0.2850901059854527,5.376841870575766,14.65185299127545,5.002986279032967,3.0153680696502407,"[-3.3644093086907745, 14.65185299127545, -12.931866382559566, -3.7892564144294982, 5.376841870575766]"
aa-140-1,1.4.0,False,http,static,p99,5,2.678791999999703,2.744245000000319,2.443377462700469,7.459320878791775,19.865016144140725,6.169907928642686,6.373957135744173,"[-2.3151592557569156, 7.459320878791775, -19.865016144140725, 2.443377462700469, -14.226297075488104]"
aa-140-1,1.4.0,False,http,param,rps,5,30198.763367383333,29558.7558288667,-2.119317041994795,8.000879369047142,21.68573725001215,0.7639043793679275,5.534984962949545,"[0.45470559170477376, -2.167094826710525, -9.386491093329274, -8.000879369047142, 21.68573725001215]"
aa-140-1,1.4.0,False,http,param,p50,5,1.0795109999999113,1.0989150000004884,1.7974805259583837,7.769065394842389,11.944584513446932,3.740304637957896,4.178121146789865,"[-3.942693825796073, -0.02283549522820172, 10.741530192805016, 7.769065394842389, -11.944584513446932]"
aa-140-1,1.4.0,False,http,param,p95,5,1.8649099999993268,1.8999850000000151,1.880787812854301,8.972086866357554,21.073944433796644,6.507445399481043,2.0665952625642614,"[-6.375803658065749, 14.279516705399198, -0.5798334837572194, 8.972086866357554, -21.073944433796644]"
aa-140-1,1.4.0,False,http,param,p99,5,2.728957000000264,2.7530409999999392,0.8825349758047718,11.089835079708443,31.232312122477303,5.95850356013358,7.595237412012373,"[-0.8732629039517215, -3.600754094890879, 16.534998536060886, 11.089835079708443, -31.232312122477303]"
aa-140-1,1.4.0,False,http,wildcard,rps,5,27025.77342068659,31342.90916840107,15.974143202170033,16.530522180091122,35.4419791127913,7.258217408162045,0.47974398651189337,"[16.530522180091122, 8.126114720740008, -15.431669179352614, 35.4419791127913, 31.464595081092426]"
aa-140-1,1.4.0,False,http,wildcard,p50,5,1.1241339999996853,0.9730209999997896,-13.442614492572769,19.52328857453953,36.827135012050896,5.024845792362024,6.074894580914377,"[-15.595312159945497, -8.184344571000912, 19.52328857453953, -36.827135012050896, -20.954488477735723]"
aa-140-1,1.4.0,False,http,wildcard,p95,5,1.9698559999997087,1.7235749999999825,-12.502487491459402,16.70862867824223,29.383914469842253,5.722804103456485,3.3534368971561856,"[-16.70862867824223, -10.30350676447549, 15.25189810965395, -23.755340491884958, -29.383914469842253]"
aa-140-1,1.4.0,False,http,wildcard,p99,5,2.8142959999995583,2.434625999999298,-13.490762876411,20.466045327146265,51.778720251935525,9.392935213657152,5.235629620345255,"[-13.490762876411, -11.704757027061763, 20.466045327146265, -29.772357348569845, -51.778720251935525]"
aa-140-1,1.4.0,False,http,middleware,rps,5,28172.266646160682,28849.77226686668,2.404867273249134,4.354999516943236,26.801057613643774,3.5233816984290427,5.8238038957701175,"[0.494468877863774, -0.46688645342058965, -4.354999516943236, 16.343808800317007, 26.801057613643774]"
aa-140-1,1.4.0,False,http,middleware,p50,5,1.1593489999995654,1.0859220000002097,-6.333468179071467,6.333468179071467,18.848970843535984,1.9529063292912823,1.4678770666976824,"[12.473927246965676, -4.516287384340167, 3.151684840093316, -6.333468179071467, -18.848970843535984]"
aa-140-1,1.4.0,False,http,middleware,p95,5,1.8741159999999581,1.9311029999989842,3.0407402742961054,9.910063200079321,47.27296737429171,3.727037173718907,3.587638774368445,"[-7.848660381774597, 8.915538840752912, 9.910063200079321, -19.514775893376136, -47.27296737429171]"
aa-140-1,1.4.0,False,http,middleware,p99,5,2.8573770000002696,2.9939119999999093,4.778333415563529,12.63810003372875,47.29975175461144,2.684769983093009,2.0229051488601635,"[-12.63810003372875, 6.897899717116829, 10.22456798908198, -14.55476329804749, -47.29975175461144]"
aa-140-1,1.4.0,False,http,json,rps,5,26192.9102947524,28910.21679521914,10.374206111075557,8.273473674912779,65.4292453095435,8.302284972281257,3.915728349852937,"[14.664136858162212, 5.903730673870111, -8.273473674912779, -2.0528674412677805, 65.4292453095435]"
